"","v_names","v_label"
"3065","shb305rc_02","refusal due to covid-19 (qh305)"
"3066","shb305rc_03","refusal due to covid-19 (qh305)"
"3067","shb305rc_04","refusal due to covid-19 (qh305)"
"3068","shb305rc_05","refusal due to covid-19 (qh305)"
"3069","shb305rc_06","refusal due to covid-19 (qh305)"
"3070","shb305rc_07","refusal due to covid-19 (qh305)"
"3071","shb305rc_08","refusal due to covid-19 (qh305)"
"3072","shb305rc_09","refusal due to covid-19 (qh305)"
"3073","shb305rc_10","refusal due to covid-19 (qh305)"
"3074","shb305rc_11","refusal due to covid-19 (qh305)"
"3075","shb305rc_12","refusal due to covid-19 (qh305)"
"3076","shb305rc_13","refusal due to covid-19 (qh305)"
"3077","shb305rc_14","refusal due to covid-19 (qh305)"
"3078","shb305rc_15","refusal due to covid-19 (qh305)"
"3079","shb305rc_16","refusal due to covid-19 (qh305)"
"3080","shb305rc_17","refusal due to covid-19 (qh305)"
"3081","shb305rc_18","refusal due to covid-19 (qh305)"
"3082","shb305rc_19","refusal due to covid-19 (qh305)"
"3083","shb305rc_20","refusal due to covid-19 (qh305)"
"3084","shb305rc_21","refusal due to covid-19 (qh305)"
"3085","shb305rc_22","refusal due to covid-19 (qh305)"
"3086","shb305rc_23","refusal due to covid-19 (qh305)"
"3087","shb305rc_24","refusal due to covid-19 (qh305)"
"3088","shb305rc_25","refusal due to covid-19 (qh305)"
"3089","shb305rc_26","refusal due to covid-19 (qh305)"
"3090","shb305rc_27","refusal due to covid-19 (qh305)"
"3091","shb305rc_28","refusal due to covid-19 (qh305)"
"3092","shb305rc_29","refusal due to covid-19 (qh305)"
"3093","shb305rc_30","refusal due to covid-19 (qh305)"
"3094","shb305rc_31","refusal due to covid-19 (qh305)"
"3095","shb305rc_32","refusal due to covid-19 (qh305)"
"3096","shb305rc_33","refusal due to covid-19 (qh305)"
"3097","shb305rc_34","refusal due to covid-19 (qh305)"
"3098","shb305rc_35","refusal due to covid-19 (qh305)"
"3099","shb306rc_01","refusal due to covid-19 (qh306)"
"3100","shb306rc_02","refusal due to covid-19 (qh306)"
"3101","shb306rc_03","refusal due to covid-19 (qh306)"
"3102","shb306rc_04","refusal due to covid-19 (qh306)"
"3103","shb306rc_05","refusal due to covid-19 (qh306)"
"3104","shb306rc_06","refusal due to covid-19 (qh306)"
"3105","shb306rc_07","refusal due to covid-19 (qh306)"
"3106","shb306rc_08","refusal due to covid-19 (qh306)"
"3107","shb306rc_09","refusal due to covid-19 (qh306)"
"3108","shb306rc_10","refusal due to covid-19 (qh306)"
"3109","shb306rc_11","refusal due to covid-19 (qh306)"
"3110","shb306rc_12","refusal due to covid-19 (qh306)"
"3111","shb306rc_13","refusal due to covid-19 (qh306)"
"3112","shb306rc_14","refusal due to covid-19 (qh306)"
"3113","shb306rc_15","refusal due to covid-19 (qh306)"
"3114","shb306rc_16","refusal due to covid-19 (qh306)"
"3115","shb306rc_17","refusal due to covid-19 (qh306)"
"3116","shb306rc_18","refusal due to covid-19 (qh306)"
"3117","shb306rc_19","refusal due to covid-19 (qh306)"
"3118","shb306rc_20","refusal due to covid-19 (qh306)"
"3119","shb306rc_21","refusal due to covid-19 (qh306)"
"3120","shb306rc_22","refusal due to covid-19 (qh306)"
"3121","shb306rc_23","refusal due to covid-19 (qh306)"
"3122","shb306rc_24","refusal due to covid-19 (qh306)"
"3123","shb306rc_25","refusal due to covid-19 (qh306)"
"3124","shb306rc_26","refusal due to covid-19 (qh306)"
"3125","shb306rc_27","refusal due to covid-19 (qh306)"
"3126","shb306rc_28","refusal due to covid-19 (qh306)"
"3127","shb306rc_29","refusal due to covid-19 (qh306)"
"3128","shb306rc_30","refusal due to covid-19 (qh306)"
"3129","shb306rc_31","refusal due to covid-19 (qh306)"
"3130","shb306rc_32","refusal due to covid-19 (qh306)"
"3131","shb306rc_33","refusal due to covid-19 (qh306)"
"3132","shb306rc_34","refusal due to covid-19 (qh306)"
"3133","shb306rc_35","refusal due to covid-19 (qh306)"
"3134","shb311rc_01","refusal due to covid-19 (qh311)"
"3135","shb311rc_02","refusal due to covid-19 (qh311)"
"3136","shb311rc_03","refusal due to covid-19 (qh311)"
"3137","shb311rc_04","refusal due to covid-19 (qh311)"
"3138","shb311rc_05","refusal due to covid-19 (qh311)"
"3139","shb311rc_06","refusal due to covid-19 (qh311)"
"3140","shb311rc_07","refusal due to covid-19 (qh311)"
"3141","shb311rc_08","refusal due to covid-19 (qh311)"
"3142","shb311rc_09","refusal due to covid-19 (qh311)"
"3143","shb311rc_10","refusal due to covid-19 (qh311)"
"3144","shb311rc_11","refusal due to covid-19 (qh311)"
"3145","shb311rc_12","refusal due to covid-19 (qh311)"
"3146","shb311rc_13","refusal due to covid-19 (qh311)"
"3147","shb311rc_14","refusal due to covid-19 (qh311)"
"3148","shb311rc_15","refusal due to covid-19 (qh311)"
"3149","shb311rc_16","refusal due to covid-19 (qh311)"
"3150","shb311rc_17","refusal due to covid-19 (qh311)"
"3151","shb311rc_18","refusal due to covid-19 (qh311)"
"3152","shb311rc_19","refusal due to covid-19 (qh311)"
"3153","shb311rc_20","refusal due to covid-19 (qh311)"
"3154","shb311rc_21","refusal due to covid-19 (qh311)"
"3155","shb311rc_22","refusal due to covid-19 (qh311)"
"3156","shb311rc_23","refusal due to covid-19 (qh311)"
"3157","shb311rc_24","refusal due to covid-19 (qh311)"
"3158","shb311rc_25","refusal due to covid-19 (qh311)"
"3159","shb311rc_26","refusal due to covid-19 (qh311)"
"3160","shb311rc_27","refusal due to covid-19 (qh311)"
"3161","shb311rc_28","refusal due to covid-19 (qh311)"
"3162","shb311rc_29","refusal due to covid-19 (qh311)"
"3163","shb311rc_30","refusal due to covid-19 (qh311)"
"3164","shb311rc_31","refusal due to covid-19 (qh311)"
"3165","shb311rc_32","refusal due to covid-19 (qh311)"
"3166","shb311rc_33","refusal due to covid-19 (qh311)"
"3167","shb311rc_34","refusal due to covid-19 (qh311)"
"3168","shb311rc_35","refusal due to covid-19 (qh311)"
"3169","shb313rc_01","refusal due to covid-19 (qh313)"
"3170","shb313rc_02","refusal due to covid-19 (qh313)"
"3171","shb313rc_03","refusal due to covid-19 (qh313)"
"3172","shb313rc_04","refusal due to covid-19 (qh313)"
"3173","shb313rc_05","refusal due to covid-19 (qh313)"
"3174","shb313rc_06","refusal due to covid-19 (qh313)"
"3175","shb313rc_07","refusal due to covid-19 (qh313)"
"3176","shb313rc_08","refusal due to covid-19 (qh313)"
"3177","shb313rc_09","refusal due to covid-19 (qh313)"
"3178","shb313rc_10","refusal due to covid-19 (qh313)"
"3179","shb313rc_11","refusal due to covid-19 (qh313)"
"3180","shb313rc_12","refusal due to covid-19 (qh313)"
"3181","shb313rc_13","refusal due to covid-19 (qh313)"
"3182","shb313rc_14","refusal due to covid-19 (qh313)"
"3183","shb313rc_15","refusal due to covid-19 (qh313)"
"3184","shb313rc_16","refusal due to covid-19 (qh313)"
"3185","shb313rc_17","refusal due to covid-19 (qh313)"
"3186","shb313rc_18","refusal due to covid-19 (qh313)"
"3187","shb313rc_19","refusal due to covid-19 (qh313)"
"3188","shb313rc_20","refusal due to covid-19 (qh313)"
"3189","shb313rc_21","refusal due to covid-19 (qh313)"
"3190","shb313rc_22","refusal due to covid-19 (qh313)"
"3191","shb313rc_23","refusal due to covid-19 (qh313)"
"3192","shb313rc_24","refusal due to covid-19 (qh313)"
"3193","shb313rc_25","refusal due to covid-19 (qh313)"
"3194","shb313rc_26","refusal due to covid-19 (qh313)"
"3195","shb313rc_27","refusal due to covid-19 (qh313)"
"3196","shb313rc_28","refusal due to covid-19 (qh313)"
"3197","shb313rc_29","refusal due to covid-19 (qh313)"
"3198","shb313rc_30","refusal due to covid-19 (qh313)"
"3199","shb313rc_31","refusal due to covid-19 (qh313)"
"3200","shb313rc_32","refusal due to covid-19 (qh313)"
"3201","shb313rc_33","refusal due to covid-19 (qh313)"
"3202","shb313rc_34","refusal due to covid-19 (qh313)"
"3203","shb313rc_35","refusal due to covid-19 (qh313)"
"3204","shb318rc_01","refusal due to covid-19 (qh318)"
"3205","shb318rc_02","refusal due to covid-19 (qh318)"
"3206","shb318rc_03","refusal due to covid-19 (qh318)"
"3207","shb318rc_04","refusal due to covid-19 (qh318)"
"3208","shb318rc_05","refusal due to covid-19 (qh318)"
"3209","shb318rc_06","refusal due to covid-19 (qh318)"
"3210","shb318rc_07","refusal due to covid-19 (qh318)"
"3211","shb318rc_08","refusal due to covid-19 (qh318)"
"3212","shb318rc_09","refusal due to covid-19 (qh318)"
"3213","shb318rc_10","refusal due to covid-19 (qh318)"
"3214","shb318rc_11","refusal due to covid-19 (qh318)"
"3215","shb318rc_12","refusal due to covid-19 (qh318)"
"3216","shb318rc_13","refusal due to covid-19 (qh318)"
"3217","shb318rc_14","refusal due to covid-19 (qh318)"
"3218","shb318rc_15","refusal due to covid-19 (qh318)"
"3219","shb318rc_16","refusal due to covid-19 (qh318)"
"3220","shb318rc_17","refusal due to covid-19 (qh318)"
"3221","shb318rc_18","refusal due to covid-19 (qh318)"
"3222","shb318rc_19","refusal due to covid-19 (qh318)"
"3223","shb318rc_20","refusal due to covid-19 (qh318)"
"3224","shb318rc_21","refusal due to covid-19 (qh318)"
"3225","shb318rc_22","refusal due to covid-19 (qh318)"
"3226","shb318rc_23","refusal due to covid-19 (qh318)"
"3227","shb318rc_24","refusal due to covid-19 (qh318)"
"3228","shb318rc_25","refusal due to covid-19 (qh318)"
"3229","shb318rc_26","refusal due to covid-19 (qh318)"
"3230","shb318rc_27","refusal due to covid-19 (qh318)"
"3231","shb318rc_28","refusal due to covid-19 (qh318)"
"3232","shb318rc_29","refusal due to covid-19 (qh318)"
"3233","shb318rc_30","refusal due to covid-19 (qh318)"
"3234","shb318rc_31","refusal due to covid-19 (qh318)"
"3235","shb318rc_32","refusal due to covid-19 (qh318)"
"3236","shb318rc_33","refusal due to covid-19 (qh318)"
"3237","shb318rc_34","refusal due to covid-19 (qh318)"
"3238","shb318rc_35","refusal due to covid-19 (qh318)"
"3239","shb325rc_01","refusal due to covid-19 (qh325)"
"3240","shb325rc_02","refusal due to covid-19 (qh325)"
"3241","shb325rc_03","refusal due to covid-19 (qh325)"
"3242","shb325rc_04","refusal due to covid-19 (qh325)"
"3243","shb325rc_05","refusal due to covid-19 (qh325)"
"3244","shb325rc_06","refusal due to covid-19 (qh325)"
"3245","shb325rc_07","refusal due to covid-19 (qh325)"
"3246","shb325rc_08","refusal due to covid-19 (qh325)"
"3247","shb325rc_09","refusal due to covid-19 (qh325)"
"3248","shb325rc_10","refusal due to covid-19 (qh325)"
"3249","shb325rc_11","refusal due to covid-19 (qh325)"
"3250","shb325rc_12","refusal due to covid-19 (qh325)"
"3251","shb325rc_13","refusal due to covid-19 (qh325)"
"3252","shb325rc_14","refusal due to covid-19 (qh325)"
"3253","shb325rc_15","refusal due to covid-19 (qh325)"
"3254","shb325rc_16","refusal due to covid-19 (qh325)"
"3255","shb325rc_17","refusal due to covid-19 (qh325)"
"3256","shb325rc_18","refusal due to covid-19 (qh325)"
"3257","shb325rc_19","refusal due to covid-19 (qh325)"
"3258","shb325rc_20","refusal due to covid-19 (qh325)"
"3259","shb325rc_21","refusal due to covid-19 (qh325)"
"3260","shb325rc_22","refusal due to covid-19 (qh325)"
"3261","shb325rc_23","refusal due to covid-19 (qh325)"
"3262","shb325rc_24","refusal due to covid-19 (qh325)"
"3263","shb325rc_25","refusal due to covid-19 (qh325)"
"3264","shb325rc_26","refusal due to covid-19 (qh325)"
"3265","shb325rc_27","refusal due to covid-19 (qh325)"
"3266","shb325rc_28","refusal due to covid-19 (qh325)"
"3267","shb325rc_29","refusal due to covid-19 (qh325)"
"3268","shb325rc_30","refusal due to covid-19 (qh325)"
"3269","shb325rc_31","refusal due to covid-19 (qh325)"
"3270","shb325rc_32","refusal due to covid-19 (qh325)"
"3271","shb325rc_33","refusal due to covid-19 (qh325)"
"3272","shb325rc_34","refusal due to covid-19 (qh325)"
"3273","shb325rc_35","refusal due to covid-19 (qh325)"
"3274","shb329rc_01","refusal due to covid-19 (qh329)"
"3275","shb329rc_02","refusal due to covid-19 (qh329)"
"3276","shb329rc_03","refusal due to covid-19 (qh329)"
"3277","shb329rc_04","refusal due to covid-19 (qh329)"
"3278","shb329rc_05","refusal due to covid-19 (qh329)"
"3279","shb329rc_06","refusal due to covid-19 (qh329)"
"3280","shb329rc_07","refusal due to covid-19 (qh329)"
"3281","shb329rc_08","refusal due to covid-19 (qh329)"
"3282","shb329rc_09","refusal due to covid-19 (qh329)"
"3283","shb329rc_10","refusal due to covid-19 (qh329)"
"3284","shb329rc_11","refusal due to covid-19 (qh329)"
"3285","shb329rc_12","refusal due to covid-19 (qh329)"
"3286","shb329rc_13","refusal due to covid-19 (qh329)"
"3287","shb329rc_14","refusal due to covid-19 (qh329)"
"3288","shb329rc_15","refusal due to covid-19 (qh329)"
"3289","shb329rc_16","refusal due to covid-19 (qh329)"
"3290","shb329rc_17","refusal due to covid-19 (qh329)"
"3291","shb329rc_18","refusal due to covid-19 (qh329)"
"3292","shb329rc_19","refusal due to covid-19 (qh329)"
"3293","shb329rc_20","refusal due to covid-19 (qh329)"
"3294","shb329rc_21","refusal due to covid-19 (qh329)"
"3295","shb329rc_22","refusal due to covid-19 (qh329)"
"3296","shb329rc_23","refusal due to covid-19 (qh329)"
"3297","shb329rc_24","refusal due to covid-19 (qh329)"
"3298","shb329rc_25","refusal due to covid-19 (qh329)"
"3299","shb329rc_26","refusal due to covid-19 (qh329)"
"3300","shb329rc_27","refusal due to covid-19 (qh329)"
"3301","shb329rc_28","refusal due to covid-19 (qh329)"
"3302","shb329rc_29","refusal due to covid-19 (qh329)"
"3303","shb329rc_30","refusal due to covid-19 (qh329)"
"3304","shb329rc_31","refusal due to covid-19 (qh329)"
"3305","shb329rc_32","refusal due to covid-19 (qh329)"
"3306","shb329rc_33","refusal due to covid-19 (qh329)"
"3307","shb329rc_34","refusal due to covid-19 (qh329)"
"3308","shb329rc_35","refusal due to covid-19 (qh329)"
"3309","shb343rc_01","refusal due to covid-19 (qh343)"
"3310","shb343rc_02","refusal due to covid-19 (qh343)"
"3311","shb343rc_03","refusal due to covid-19 (qh343)"
"3312","shb343rc_04","refusal due to covid-19 (qh343)"
"3313","shb343rc_05","refusal due to covid-19 (qh343)"
"3314","shb343rc_06","refusal due to covid-19 (qh343)"
"3315","shb343rc_07","refusal due to covid-19 (qh343)"
"3316","shb343rc_08","refusal due to covid-19 (qh343)"
"3317","shb343rc_09","refusal due to covid-19 (qh343)"
"3318","shb343rc_10","refusal due to covid-19 (qh343)"
"3319","shb343rc_11","refusal due to covid-19 (qh343)"
"3320","shb343rc_12","refusal due to covid-19 (qh343)"
"3321","shb343rc_13","refusal due to covid-19 (qh343)"
"3322","shb343rc_14","refusal due to covid-19 (qh343)"
"3323","shb343rc_15","refusal due to covid-19 (qh343)"
"3324","shb343rc_16","refusal due to covid-19 (qh343)"
"3325","shb343rc_17","refusal due to covid-19 (qh343)"
"3326","shb343rc_18","refusal due to covid-19 (qh343)"
"3327","shb343rc_19","refusal due to covid-19 (qh343)"
"3328","shb343rc_20","refusal due to covid-19 (qh343)"
"3329","shb343rc_21","refusal due to covid-19 (qh343)"
"3330","shb343rc_22","refusal due to covid-19 (qh343)"
"3331","shb343rc_23","refusal due to covid-19 (qh343)"
"3332","shb343rc_24","refusal due to covid-19 (qh343)"
"3333","shb343rc_25","refusal due to covid-19 (qh343)"
"3334","shb343rc_26","refusal due to covid-19 (qh343)"
"3335","shb343rc_27","refusal due to covid-19 (qh343)"
"3336","shb343rc_28","refusal due to covid-19 (qh343)"
"3337","shb343rc_29","refusal due to covid-19 (qh343)"
"3338","shb343rc_30","refusal due to covid-19 (qh343)"
"3339","shb343rc_31","refusal due to covid-19 (qh343)"
"3340","shb343rc_32","refusal due to covid-19 (qh343)"
"3341","shb343rc_33","refusal due to covid-19 (qh343)"
"3342","shb343rc_34","refusal due to covid-19 (qh343)"
"3343","shb343rc_35","refusal due to covid-19 (qh343)"
"3344","shb345rc_01","refusal due to covid-19 (qh345)"
"3345","shb345rc_02","refusal due to covid-19 (qh345)"
"3346","shb345rc_03","refusal due to covid-19 (qh345)"
"3347","shb345rc_04","refusal due to covid-19 (qh345)"
"3348","shb345rc_05","refusal due to covid-19 (qh345)"
"3349","shb345rc_06","refusal due to covid-19 (qh345)"
"3350","shb345rc_07","refusal due to covid-19 (qh345)"
"3351","shb345rc_08","refusal due to covid-19 (qh345)"
"3352","shb345rc_09","refusal due to covid-19 (qh345)"
"3353","shb345rc_10","refusal due to covid-19 (qh345)"
"3354","shb345rc_11","refusal due to covid-19 (qh345)"
"3355","shb345rc_12","refusal due to covid-19 (qh345)"
"3356","shb345rc_13","refusal due to covid-19 (qh345)"
"3357","shb345rc_14","refusal due to covid-19 (qh345)"
"3358","shb345rc_15","refusal due to covid-19 (qh345)"
"3359","shb345rc_16","refusal due to covid-19 (qh345)"
"3360","shb345rc_17","refusal due to covid-19 (qh345)"
"3361","shb345rc_18","refusal due to covid-19 (qh345)"
"3362","shb345rc_19","refusal due to covid-19 (qh345)"
"3363","shb345rc_20","refusal due to covid-19 (qh345)"
"3364","shb345rc_21","refusal due to covid-19 (qh345)"
"3365","shb345rc_22","refusal due to covid-19 (qh345)"
"3366","shb345rc_23","refusal due to covid-19 (qh345)"
"3367","shb345rc_24","refusal due to covid-19 (qh345)"
"3368","shb345rc_25","refusal due to covid-19 (qh345)"
"3369","shb345rc_26","refusal due to covid-19 (qh345)"
"3370","shb345rc_27","refusal due to covid-19 (qh345)"
"3371","shb345rc_28","refusal due to covid-19 (qh345)"
"3372","shb345rc_29","refusal due to covid-19 (qh345)"
"3373","shb345rc_30","refusal due to covid-19 (qh345)"
"3374","shb345rc_31","refusal due to covid-19 (qh345)"
"3375","shb345rc_32","refusal due to covid-19 (qh345)"
"3376","shb345rc_33","refusal due to covid-19 (qh345)"
"3377","shb345rc_34","refusal due to covid-19 (qh345)"
"3378","shb345rc_35","refusal due to covid-19 (qh345)"
"3379","shb350rc_01","refusal due to covid-19 (qh350)"
"3380","shb350rc_02","refusal due to covid-19 (qh350)"
"3381","shb350rc_03","refusal due to covid-19 (qh350)"
"3382","shb350rc_04","refusal due to covid-19 (qh350)"
"3383","shb350rc_05","refusal due to covid-19 (qh350)"
"3384","shb350rc_06","refusal due to covid-19 (qh350)"
"3385","shb350rc_07","refusal due to covid-19 (qh350)"
"3386","shb350rc_08","refusal due to covid-19 (qh350)"
"3387","shb350rc_09","refusal due to covid-19 (qh350)"
"3388","shb350rc_10","refusal due to covid-19 (qh350)"
"3389","shb350rc_11","refusal due to covid-19 (qh350)"
"3390","shb350rc_12","refusal due to covid-19 (qh350)"
"3391","shb350rc_13","refusal due to covid-19 (qh350)"
"3392","shb350rc_14","refusal due to covid-19 (qh350)"
"3393","shb350rc_15","refusal due to covid-19 (qh350)"
"3394","shb350rc_16","refusal due to covid-19 (qh350)"
"3395","shb350rc_17","refusal due to covid-19 (qh350)"
"3396","shb350rc_18","refusal due to covid-19 (qh350)"
"3397","shb350rc_19","refusal due to covid-19 (qh350)"
"3398","shb350rc_20","refusal due to covid-19 (qh350)"
"3399","shb350rc_21","refusal due to covid-19 (qh350)"
"3400","shb350rc_22","refusal due to covid-19 (qh350)"
"3401","shb350rc_23","refusal due to covid-19 (qh350)"
"3402","shb350rc_24","refusal due to covid-19 (qh350)"
"3403","shb350rc_25","refusal due to covid-19 (qh350)"
"3404","shb350rc_26","refusal due to covid-19 (qh350)"
"3405","shb350rc_27","refusal due to covid-19 (qh350)"
"3406","shb350rc_28","refusal due to covid-19 (qh350)"
"3407","shb350rc_29","refusal due to covid-19 (qh350)"
"3408","shb350rc_30","refusal due to covid-19 (qh350)"
"3409","shb350rc_31","refusal due to covid-19 (qh350)"
"3410","shb350rc_32","refusal due to covid-19 (qh350)"
"3411","shb350rc_33","refusal due to covid-19 (qh350)"
"3412","shb350rc_34","refusal due to covid-19 (qh350)"
"3413","shb350rc_35","refusal due to covid-19 (qh350)"
"3414","shb352rc_01","refusal due to covid-19 (qh352)"
"3415","shb352rc_02","refusal due to covid-19 (qh352)"
"3416","shb352rc_03","refusal due to covid-19 (qh352)"
"3417","shb352rc_04","refusal due to covid-19 (qh352)"
"3418","shb352rc_05","refusal due to covid-19 (qh352)"
"3419","shb352rc_06","refusal due to covid-19 (qh352)"
"3420","shb352rc_07","refusal due to covid-19 (qh352)"
"3421","shb352rc_08","refusal due to covid-19 (qh352)"
"3422","shb352rc_09","refusal due to covid-19 (qh352)"
"3423","shb352rc_10","refusal due to covid-19 (qh352)"
"3424","shb352rc_11","refusal due to covid-19 (qh352)"
"3425","shb352rc_12","refusal due to covid-19 (qh352)"
"3426","shb352rc_13","refusal due to covid-19 (qh352)"
"3427","shb352rc_14","refusal due to covid-19 (qh352)"
"3428","shb352rc_15","refusal due to covid-19 (qh352)"
"3429","shb352rc_16","refusal due to covid-19 (qh352)"
"3430","shb352rc_17","refusal due to covid-19 (qh352)"
"3431","shb352rc_18","refusal due to covid-19 (qh352)"
"3432","shb352rc_19","refusal due to covid-19 (qh352)"
"3433","shb352rc_20","refusal due to covid-19 (qh352)"
"3434","shb352rc_21","refusal due to covid-19 (qh352)"
"3435","shb352rc_22","refusal due to covid-19 (qh352)"
"3436","shb352rc_23","refusal due to covid-19 (qh352)"
"3437","shb352rc_24","refusal due to covid-19 (qh352)"
"3438","shb352rc_25","refusal due to covid-19 (qh352)"
"3439","shb352rc_26","refusal due to covid-19 (qh352)"
"3440","shb352rc_27","refusal due to covid-19 (qh352)"
"3441","shb352rc_28","refusal due to covid-19 (qh352)"
"3442","shb352rc_29","refusal due to covid-19 (qh352)"
"3443","shb352rc_30","refusal due to covid-19 (qh352)"
"3444","shb352rc_31","refusal due to covid-19 (qh352)"
"3445","shb352rc_32","refusal due to covid-19 (qh352)"
"3446","shb352rc_33","refusal due to covid-19 (qh352)"
"3447","shb352rc_34","refusal due to covid-19 (qh352)"
"3448","shb352rc_35","refusal due to covid-19 (qh352)"
"3449","shb362rc_01","refusal due to covid-19 (qh362)"
"3450","shb362rc_02","refusal due to covid-19 (qh362)"
"3451","shb362rc_03","refusal due to covid-19 (qh362)"
"3452","shb362rc_04","refusal due to covid-19 (qh362)"
"3453","shb362rc_05","refusal due to covid-19 (qh362)"
"3454","shb362rc_06","refusal due to covid-19 (qh362)"
"3455","shb362rc_07","refusal due to covid-19 (qh362)"
"3456","shb362rc_08","refusal due to covid-19 (qh362)"
"3457","shb362rc_09","refusal due to covid-19 (qh362)"
"3458","shb362rc_10","refusal due to covid-19 (qh362)"
"3459","shb362rc_11","refusal due to covid-19 (qh362)"
"3460","shb362rc_12","refusal due to covid-19 (qh362)"
"3461","shb362rc_13","refusal due to covid-19 (qh362)"
"3462","shb362rc_14","refusal due to covid-19 (qh362)"
"3463","shb362rc_15","refusal due to covid-19 (qh362)"
"3464","shb362rc_16","refusal due to covid-19 (qh362)"
"3465","shb362rc_17","refusal due to covid-19 (qh362)"
"3466","shb362rc_18","refusal due to covid-19 (qh362)"
"3467","shb362rc_19","refusal due to covid-19 (qh362)"
"3468","shb362rc_20","refusal due to covid-19 (qh362)"
"3469","shb362rc_21","refusal due to covid-19 (qh362)"
"3470","shb362rc_22","refusal due to covid-19 (qh362)"
"3471","shb362rc_23","refusal due to covid-19 (qh362)"
"3472","shb362rc_24","refusal due to covid-19 (qh362)"
"3473","shb362rc_25","refusal due to covid-19 (qh362)"
"3474","shb362rc_26","refusal due to covid-19 (qh362)"
"3475","shb362rc_27","refusal due to covid-19 (qh362)"
"3476","shb362rc_28","refusal due to covid-19 (qh362)"
"3477","shb362rc_29","refusal due to covid-19 (qh362)"
"3478","shb362rc_30","refusal due to covid-19 (qh362)"
"3479","shb362rc_31","refusal due to covid-19 (qh362)"
"3480","shb362rc_32","refusal due to covid-19 (qh362)"
"3481","shb362rc_33","refusal due to covid-19 (qh362)"
"3482","shb362rc_34","refusal due to covid-19 (qh362)"
"3483","shb362rc_35","refusal due to covid-19 (qh362)"
"3484","shb364rc_01","refusal due to covid-19 (qh364)"
"3485","shb364rc_02","refusal due to covid-19 (qh364)"
"3486","shb364rc_03","refusal due to covid-19 (qh364)"
"3487","shb364rc_04","refusal due to covid-19 (qh364)"
"3488","shb364rc_05","refusal due to covid-19 (qh364)"
"3489","shb364rc_06","refusal due to covid-19 (qh364)"
"3490","shb364rc_07","refusal due to covid-19 (qh364)"
"3491","shb364rc_08","refusal due to covid-19 (qh364)"
"3492","shb364rc_09","refusal due to covid-19 (qh364)"
"3493","shb364rc_10","refusal due to covid-19 (qh364)"
"3494","shb364rc_11","refusal due to covid-19 (qh364)"
"3495","shb364rc_12","refusal due to covid-19 (qh364)"
"3496","shb364rc_13","refusal due to covid-19 (qh364)"
"3497","shb364rc_14","refusal due to covid-19 (qh364)"
"3498","shb364rc_15","refusal due to covid-19 (qh364)"
"3499","shb364rc_16","refusal due to covid-19 (qh364)"
"3500","shb364rc_17","refusal due to covid-19 (qh364)"
"3501","shb364rc_18","refusal due to covid-19 (qh364)"
"3502","shb364rc_19","refusal due to covid-19 (qh364)"
"3503","shb364rc_20","refusal due to covid-19 (qh364)"
"3504","shb364rc_21","refusal due to covid-19 (qh364)"
"3505","shb364rc_22","refusal due to covid-19 (qh364)"
"3506","shb364rc_23","refusal due to covid-19 (qh364)"
"3507","shb364rc_24","refusal due to covid-19 (qh364)"
"3508","shb364rc_25","refusal due to covid-19 (qh364)"
"3509","shb364rc_26","refusal due to covid-19 (qh364)"
"3510","shb364rc_27","refusal due to covid-19 (qh364)"
"3511","shb364rc_28","refusal due to covid-19 (qh364)"
"3512","shb364rc_29","refusal due to covid-19 (qh364)"
"3513","shb364rc_30","refusal due to covid-19 (qh364)"
"3514","shb364rc_31","refusal due to covid-19 (qh364)"
"3515","shb364rc_32","refusal due to covid-19 (qh364)"
"3516","shb364rc_33","refusal due to covid-19 (qh364)"
"3517","shb364rc_34","refusal due to covid-19 (qh364)"
"3518","shb364rc_35","refusal due to covid-19 (qh364)"
"3519","shb368rc_01","refusal due to covid-19 (qh368)"
"3520","shb368rc_02","refusal due to covid-19 (qh368)"
"3521","shb368rc_03","refusal due to covid-19 (qh368)"
"3522","shb368rc_04","refusal due to covid-19 (qh368)"
"3523","shb368rc_05","refusal due to covid-19 (qh368)"
"3524","shb368rc_06","refusal due to covid-19 (qh368)"
"3525","shb368rc_07","refusal due to covid-19 (qh368)"
"3526","shb368rc_08","refusal due to covid-19 (qh368)"
"3527","shb368rc_09","refusal due to covid-19 (qh368)"
"3528","shb368rc_10","refusal due to covid-19 (qh368)"
"3529","shb368rc_11","refusal due to covid-19 (qh368)"
"3530","shb368rc_12","refusal due to covid-19 (qh368)"
"3531","shb368rc_13","refusal due to covid-19 (qh368)"
"3532","shb368rc_14","refusal due to covid-19 (qh368)"
"3533","shb368rc_15","refusal due to covid-19 (qh368)"
"3534","shb368rc_16","refusal due to covid-19 (qh368)"
"3535","shb368rc_17","refusal due to covid-19 (qh368)"
"3536","shb368rc_18","refusal due to covid-19 (qh368)"
"3537","shb368rc_19","refusal due to covid-19 (qh368)"
"3538","shb368rc_20","refusal due to covid-19 (qh368)"
"3539","shb368rc_21","refusal due to covid-19 (qh368)"
"3540","shb368rc_22","refusal due to covid-19 (qh368)"
"3541","shb368rc_23","refusal due to covid-19 (qh368)"
"3542","shb368rc_24","refusal due to covid-19 (qh368)"
"3543","shb368rc_25","refusal due to covid-19 (qh368)"
"3544","shb368rc_26","refusal due to covid-19 (qh368)"
"3545","shb368rc_27","refusal due to covid-19 (qh368)"
"3546","shb368rc_28","refusal due to covid-19 (qh368)"
